1680456921.5206056,-187.98828125,-56.640625,-31.25,26.85546875,0.0
1680456921.5244837,-102.5390625,24.4140625,-34.66796875,-83.49609375,0.0
1680456921.5283616,244.62890625,115.72265625,-23.92578125,-79.1015625,0.0
1680456921.5322394,137.6953125,-16.11328125,-23.4375,25.390625,0.0
1680456921.5361176,-278.80859375,-184.5703125,-39.0625,2.9296875,0.0
1680456921.5399954,-255.859375,-45.41015625,-39.0625,-83.984375,0.0
1680456921.5438733,169.921875,129.8828125,-30.76171875,-104.4921875,0.0
1680456921.5477514,234.375,34.66796875,-34.66796875,5.37109375,0.0
1680456921.5516293,-90.8203125,-84.9609375,-36.1328125,45.41015625,0.0
1680456921.5555072,-325.1953125,-157.71484375,-47.8515625,-63.96484375,0.0
1680456921.5593853,-88.8671875,-88.37890625,-51.26953125,-145.99609375,0.0
1680456921.5632632,224.12109375,19.53125,-31.73828125,-25.390625,0.0
1680456921.5674055,41.015625,-41.015625,-28.3203125,66.89453125,0.0
1680456921.5712836,-344.23828125,-168.9453125,-52.734375,-53.22265625,0.0
1680456921.5751617,-217.7734375,-110.83984375,-55.17578125,-164.0625,0.0
1680456921.5790398,182.12890625,32.2265625,-33.69140625,-78.61328125,0.0
1680456921.582918,137.20703125,37.109375,-24.4140625,40.52734375,0.0
1680456921.586796,-167.96875,-13.18359375,-28.80859375,-2.9296875,0.0
1680456921.590674,-116.2109375,76.171875,-27.34375,-97.16796875,0.0
1680456921.594552,177.734375,46.38671875,-36.1328125,-100.5859375,0.0
1680456921.5984302,85.9375,-140.625,-38.0859375,7.8125,0.0
1680456921.6023083,-213.37890625,-181.15234375,-36.1328125,27.34375,0.0
1680456921.6061864,-254.8828125,-96.19140625,-40.52734375,-80.078125,0.0
1680456921.6100643,38.0859375,-19.04296875,-42.96875,-129.8828125,0.0
1680456921.6142004,258.30078125,55.17578125,-26.85546875,9.765625,0.0
1680456921.6180787,-46.38671875,-57.6171875,-27.34375,50.29296875,0.0
1680456921.6219568,-349.609375,-146.484375,-37.109375,-47.36328125,0.0
1680456921.625835,-104.4921875,-59.08203125,-36.62109375,-106.93359375,0.0
1680456921.629713,174.31640625,-31.73828125,-28.3203125,-13.18359375,0.0
1680456921.6335914,45.8984375,0.48828125,-17.08984375,75.1953125,0.0
1680456921.6374695,-173.33984375,64.94140625,-15.13671875,6.8359375,0.0
1680456921.6413476,-89.84375,-12.6953125,-28.3203125,-107.421875,0.0
1680456921.6452258,158.203125,-75.68359375,-29.296875,-74.21875,0.0
1680456921.649104,102.5390625,-57.6171875,-20.5078125,52.734375,0.0
1680456921.6529822,-153.80859375,-24.90234375,-19.04296875,32.71484375,0.0
